Code,plan_clustername,ClusterDC,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2144636,SG2PrdApp11-02,SG2,NULL,00:00.0,00:00.0,38:07.1,38:07.1,00:00.0,00:00.0,00:00.0
2144672,DM5PrdApp01,DM5,NULL,00:00.0,00:00.0,36:32.4,36:32.4,00:00.0,00:00.0,00:00.0
2145268,SN4PrdApp17,SN4,NULL,00:00.0,00:00.0,44:13.0,44:13.0,35:16.5,NULL,NULL
2253333,BZ7PrdApp02,BZ7,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2253363,BL6PrdApp12-05,BL6,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2253370,CHI21PrdApp01,CHI,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2146643,CQ2PrdApp02,CQ2,NULL,00:00.0,00:00.0,24:25.8,24:25.8,00:00.0,00:00.0,00:00.0
2194125,AMS20PrdApp08,AMS,00:00.0,00:00.0,00:00.0,51:59.0,51:59.0,NULL,51:59.0,NULL
2194127,DM1PrdApp01-02,DM1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194129,BY1PrdApp05,BY1,00:00.0,00:00.0,00:00.0,23:28.9,23:28.9,00:00.0,00:00.0,00:00.0
2194132,AMS06PrdApp08,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194133,YT1PrdApp07,YT1,NULL,00:00.0,00:00.0,27:14.8,27:14.8,32:29.9,32:29.9,00:00.0
2194137,YQ1PrdApp06-01,YQ1,NULL,00:00.0,00:00.0,20:09.5,20:09.5,02:19.7,02:19.7,00:00.0
2206569,PHX20AzFApp05,PHX,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206571,HKG20PrdApp01-01,HKG,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206589,AMZ06PrdApp01-01,AMZ,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206610,PAR20PrdApp03-01,PAR,00:00.0,00:00.0,00:00.0,19:11.4,19:11.4,NULL,19:11.4,NULL
2206615,AMS20PrdApp10-01,AMS,00:00.0,00:00.0,00:00.0,32:57.8,00:00.0,24:00.3,00:00.0,00:00.0
2206650,AMS20PrdApp14-01,AMS,00:00.0,00:00.0,00:00.0,26:03.6,00:00.0,29:16.4,00:00.0,00:00.0
2206655,SYD23PrdApp01-03,SYD,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206658,SIN20PrdApp02-01,SIN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2327997,SH3PrdApp09-01,SH3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2206744,YT1PrdApp17-01,YT1,00:00.0,00:00.0,00:00.0,00:03.4,00:00.0,50:07.0,00:00.0,00:00.0
2206777,AMS20PrdApp13-01,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207059,SG3PrdApp04-01,SG3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207060,CW1PrdApp08-01,CW1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207118,AMS20PrdApp04-02,AMS,00:00.0,00:00.0,00:00.0,42:58.7,00:00.0,03:24.7,00:00.0,00:00.0
2207119,BJS20PrdApp03,BJS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207120,SHA20PrdApp01,SHA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207121,AMS20PrdApp04-01,AMS,00:00.0,00:00.0,00:00.0,40:52.5,00:00.0,46:41.4,00:00.0,00:00.0
2207122,PAR22PrdApp02-01,PAR,00:00.0,00:00.0,00:00.0,23:16.1,23:16.1,NULL,23:16.1,NULL
2207124,SG2PrdApp35-01,SG2,00:00.0,00:00.0,00:00.0,38:01.8,00:00.0,26:18.1,00:00.0,00:00.0
2207126,LN1PrdApp19-01,LN1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2154258,CHAPrdApp04-01,CHA,NULL,00:00.0,00:00.0,02:57.3,02:57.3,14:42.5,14:42.5,00:00.0
2154268,MWH01PrdApp16,MWH,00:00.0,00:00.0,00:00.0,44:23.7,00:00.0,07:16.6,00:00.0,00:00.0
2154278,DD3AzFApp04,DD3,00:00.0,00:00.0,00:00.0,59:54.1,59:54.1,36:15.0,36:15.0,00:00.0
2154279,MWH01PrdApp12,MWH,00:00.0,00:00.0,00:00.0,08:02.8,08:02.8,01:26.1,01:26.1,00:00.0
2154305,BLAPrdApp01-02,BLA,00:00.0,00:00.0,00:00.0,49:05.7,00:00.0,45:08.8,00:00.0,00:00.0
2154384,BZ6PrdApp04,BZ6,NULL,00:00.0,00:00.0,42:25.2,42:25.2,00:00.0,00:00.0,00:00.0
2143414,DB6PrdApp15,DB6,NULL,00:00.0,00:00.0,19:42.3,19:42.3,00:00.0,00:00.0,00:00.0
2143461,SG2PrdApp25,SG2,NULL,00:00.0,00:00.0,31:02.5,31:02.5,00:00.0,00:00.0,00:00.0
2143494,LG1PrdApp03,LG1,NULL,00:00.0,00:00.0,16:48.9,16:48.9,00:00.0,00:00.0,00:00.0
2143495,PN1PrdApp01-02,PN1,NULL,00:00.0,00:00.0,04:09.7,04:09.7,00:00.0,00:00.0,00:00.0
2143509,DM3PrdApp28,DM3,NULL,00:00.0,00:00.0,15:57.5,15:57.5,00:00.0,00:00.0,00:00.0
2143511,BM1PrdApp04-02,BM1,NULL,00:00.0,00:00.0,42:40.2,42:40.2,45:40.7,45:40.7,00:00.0
2143513,MA1PrdApp01-02,MA1,NULL,00:00.0,00:00.0,01:38.8,01:38.8,00:00.0,00:00.0,00:00.0
2143515,AM5PrdApp29,AM5,NULL,00:00.0,00:00.0,10:40.4,10:40.4,00:00.0,00:00.0,00:00.0
2143520,BN6PrdApp02-01,BN6,NULL,00:00.0,00:00.0,03:58.1,03:58.1,00:00.0,00:00.0,00:00.0
2144362,CY4PrdApp04-03,CY4,00:00.0,00:00.0,00:00.0,02:06.3,02:06.3,19:15.6,19:15.6,00:00.0
2146476,AM5PrdApp28,AM5,NULL,00:00.0,00:00.0,50:03.1,50:03.1,00:00.0,00:00.0,00:00.0
2146684,SN4PrdApp28,SN4,NULL,NULL,00:00.0,00:00.5,00:00.5,55:51.2,55:51.2,NULL
2146858,CDM05PrdApp01,CDM,NULL,00:00.0,00:00.0,18:26.7,18:26.7,00:00.0,00:00.0,00:00.0
2146859,BZ6PrdApp06-01,BZ6,NULL,00:00.0,00:00.0,32:08.5,32:08.5,00:00.0,00:00.0,00:00.0
2146982,CQ2PrdApp01-02,CQ2,NULL,00:00.0,00:00.0,23:43.8,23:43.8,02:54.6,02:54.6,00:00.0
2146990,BYAPrdApp25,BYA,00:00.0,00:00.0,00:00.0,35:13.0,35:13.0,00:00.0,00:00.0,00:00.0
2194678,AMS06PrdApp15-01,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194702,AMS06PrdApp02,AMS,00:00.0,00:00.0,00:00.0,08:42.4,00:00.0,03:09.7,00:00.0,00:00.0
2194703,BZ6PrdApp07,BZ6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2194704,DUB20PrdApp02,DUB,00:00.0,00:00.0,00:00.0,38:58.8,00:00.0,10:08.9,00:00.0,00:00.0
2194728,AM3PrdApp03-02,AM3,00:00.0,00:00.0,00:00.0,27:49.5,27:49.5,NULL,00:00.0,NULL
2194729,BLUPrdApp05-02,BLU,00:00.0,00:00.0,00:00.0,35:16.1,00:00.0,19:20.8,00:00.0,00:00.0
2194748,LN1PrdApp04,LN1,00:00.0,00:00.0,00:00.0,49:00.9,49:00.9,25:46.2,25:46.2,00:00.0
2194749,TY1PrdApp16-02,TY1,00:00.0,00:00.0,00:00.0,13:28.7,13:28.7,46:05.8,46:05.8,00:00.0
2194753,CQ2PrdApp05-02,CQ2,00:00.0,00:00.0,00:00.0,36:04.5,36:04.5,22:33.1,22:33.1,00:00.0
2194754,CQ2PrdApp06-01,CQ2,00:00.0,00:00.0,00:00.0,07:21.7,07:21.7,18:56.6,18:56.6,00:00.0
2194755,LN1PrdApp03-02,LN1,00:00.0,00:00.0,00:00.0,54:58.2,54:58.2,18:10.2,18:10.2,00:00.0
2194756,LN1PrdApp03-01,LN1,00:00.0,00:00.0,00:00.0,32:39.0,32:39.0,01:51.4,01:51.4,00:00.0
2154178,CQ2PrdApp04,CQ2,NULL,00:00.0,00:00.0,55:33.0,55:33.0,00:00.0,00:00.0,00:00.0
2154429,DZ5PrdApp03-02,DZ5,NULL,00:00.0,00:00.0,39:13.0,39:13.0,00:00.0,00:00.0,00:00.0
2154430,BYAPrdApp05-04,BYA,00:00.0,00:00.0,00:00.0,03:14.5,03:14.5,17:57.6,17:57.6,00:00.0
2154431,BYAPrdApp03,BYA,NULL,00:00.0,00:00.0,56:33.5,56:33.5,00:00.0,00:00.0,00:00.0
2154432,BL2PrdApp01,BL2,NULL,00:00.0,00:00.0,11:12.3,11:12.3,00:00.0,00:00.0,00:00.0
2207637,DUB20PrdApp03-01,DUB,00:00.0,00:00.0,00:00.0,40:49.8,00:00.0,58:59.2,00:00.0,00:00.0
2207638,BYCPrdApp11-01,BYC,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207645,YQ1PrdApp07-01,YQ1,00:00.0,00:00.0,00:00.0,37:53.5,00:00.0,17:44.1,00:00.0,00:00.0
2207663,BLAPrdApp07,BLA,00:00.0,00:00.0,00:00.0,00:27.5,00:00.0,14:47.1,00:00.0,00:00.0
2207664,MWH01PrdApp14-01,MWH,00:00.0,00:00.0,00:00.0,21:08.8,00:00.0,36:17.3,00:00.0,00:00.0
2207768,PS1PrdApp03-01,PS1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2207772,BN7PrdApp01-01,BN7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2143219,OS2PrdApp04,OS2,NULL,00:00.0,00:00.0,17:47.3,17:47.3,00:00.0,00:00.0,00:00.0
2143224,BY4PrdApp49,BY4,NULL,00:00.0,00:00.0,13:15.5,13:15.5,00:00.0,00:00.0,00:00.0
2143227,DM3PrdApp27,DM3,NULL,00:00.0,00:00.0,18:50.0,18:50.0,00:00.0,00:00.0,00:00.0
2291534,MA1PrdApp09,MA1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291535,SYD23PrdApp05,SYD,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291536,OSA20PrdApp05,OSA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2291801,SYD23PrdApp01-02,SYD,00:00.0,00:00.0,00:00.0,16:11.5,00:00.0,02:54.8,00:00.0,00:00.0
2303016,PS1PrdApp01,PS1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2303026,BYCPrdApp01-06,BYC,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2303033,RED01PrdApp02-01,RED,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2303035,BZ7PrdApp06,BZ7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2292353,SHA20PrdApp03,SHA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2267731,AM3PrdApp11-02,AM3,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2193856,TY1PrdApp17,TY1,00:00.0,00:00.0,00:00.0,29:44.8,29:44.8,NULL,00:00.0,NULL
2193871,DM5PrdApp19,DM5,00:00.0,00:00.0,00:00.0,42:52.5,00:00.0,04:44.5,00:00.0,00:00.0
2193884,MA1PrdApp07,MA1,00:00.0,00:00.0,00:00.0,20:38.3,00:00.0,53:26.3,00:00.0,00:00.0
2193917,AM3PrdApp05-02,AM3,00:00.0,00:00.0,00:00.0,11:21.9,11:21.9,NULL,00:00.0,NULL
2193923,BL3PrdApp09-02,BL3,00:00.0,00:00.0,00:00.0,02:10.5,02:10.5,NULL,00:00.0,NULL
2193934,OSA20PrdApp01-01,OSA,00:00.0,00:00.0,00:00.0,22:48.0,00:00.0,44:44.4,00:00.0,NULL
2194258,AMS06PrdApp06,AMS,00:00.0,00:00.0,00:00.0,44:57.0,00:00.0,31:54.0,00:00.0,00:00.0
2194295,RED01PrdApp01-01,RED,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194299,SN4PrdApp19-03,SN4,00:00.0,00:00.0,00:00.0,24:29.6,24:29.6,13:12.2,13:12.2,00:00.0
2194757,LN1PrdApp13,LN1,00:00.0,00:00.0,00:00.0,39:39.2,00:00.0,15:19.5,00:00.0,00:00.0
2194761,AM3PRdApp04-02,AM3,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194762,AMS06PrdApp11,AMS,00:00.0,00:00.0,00:00.0,43:49.5,00:00.0,23:54.7,00:00.0,00:00.0
2194763,MWH02PrdApp03,MWH,00:00.0,00:00.0,00:00.0,48:32.6,00:00.0,NULL,00:00.0,NULL
2143578,BY1PrdApp15,BY1,NULL,00:00.0,00:00.0,41:28.9,41:28.9,00:00.0,00:00.0,00:00.0
2143612,AM4PrdApp22,AM4,NULL,00:00.0,00:00.0,22:02.5,22:02.5,00:00.0,00:00.0,00:00.0
2143730,AM5PrdApp36,AM5,NULL,00:00.0,00:00.0,16:29.9,16:29.9,00:00.0,00:00.0,00:00.0
2143732,DB3PrdApp05,DB3,NULL,00:00.0,00:00.0,29:45.7,29:45.7,00:00.0,00:00.0,00:00.0
2143733,BL5PrdApp38,BL5,NULL,00:00.0,00:00.0,33:49.9,33:49.9,00:00.0,00:00.0,00:00.0
2143753,TY1PrdApp10,TY1,NULL,00:00.0,00:00.0,20:55.7,20:55.7,00:00.0,00:00.0,00:00.0
2292165,MEL20PrdApp02-01,MEL,00:00.0,00:00.0,00:00.0,26:57.9,00:00.0,31:42.8,00:00.0,NULL
2292242,TY1PrdApp19-01,TY1,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2144217,BYAPrdApp20,BYA,00:00.0,00:00.0,00:00.0,57:19.6,57:19.6,58:42.6,58:42.6,00:00.0
2194001,AMS06PrdApp12,AMS,00:00.0,00:00.0,00:00.0,57:14.4,00:00.0,35:13.4,00:00.0,00:00.0
2194003,BZ6PrdApp11,BZ6,00:00.0,00:00.0,00:00.0,03:11.4,03:11.4,08:03.0,08:03.0,00:00.0
2194021,BL7PrdApp13,BL7,00:00.0,00:00.0,00:00.0,26:22.3,26:22.3,NULL,00:00.0,NULL
2194022,BL2PrdApp03,BL2,NULL,00:00.0,00:00.0,44:41.4,44:41.4,00:00.0,00:00.0,00:00.0
2194023,BL6PrdApp14,BL6,NULL,00:00.0,00:00.0,41:31.1,41:31.1,58:39.0,58:39.0,00:00.0
2194032,BLAPrdApp10,BLA,00:00.0,00:00.0,00:00.0,58:17.2,58:17.2,53:31.7,53:31.7,NULL
2194033,BL7PrdApp10,BL7,00:00.0,00:00.0,00:00.0,41:35.7,41:35.7,NULL,00:00.0,NULL
2194049,SG3PrdApp03-01,SG3,00:00.0,00:00.0,00:00.0,18:30.6,00:00.0,26:46.6,00:00.0,00:00.0
2194122,CQ2PrdApp05-01,CQ2,NULL,00:00.0,00:00.0,22:50.0,22:50.0,21:00.4,21:00.4,00:00.0
2146831,SN3PrdApp28,SN3,NULL,00:00.0,00:00.0,37:59.3,37:59.3,00:00.0,00:00.0,00:00.0
2146832,SG2PrdApp28,SG2,NULL,00:00.0,00:00.0,39:51.0,39:51.0,00:00.0,00:00.0,00:00.0
2146842,BN6PrdApp15,BN6,NULL,00:00.0,00:00.0,14:55.2,14:55.2,00:00.0,00:00.0,00:00.0
679792,BL2PrdApp10,BL2,NULL,00:00.0,NULL,45:05.1,NULL,00:00.0,NULL,00:00.0
679795,BL2PrdApp09,BL2,NULL,00:00.0,NULL,19:59.9,NULL,00:00.0,NULL,00:00.0
679796,BL2PrdApp11,BL2,NULL,00:00.0,NULL,18:41.6,NULL,00:00.0,NULL,00:00.0
679798,BY2PrdApp01,BY2,NULL,00:00.0,NULL,42:43.7,NULL,00:00.0,NULL,00:00.0
679799,BY2PrdApp02,BY2,NULL,00:00.0,NULL,41:55.1,NULL,00:00.0,NULL,00:00.0
679800,BY2PrdApp03,BY2,NULL,00:00.0,NULL,32:06.8,NULL,00:00.0,NULL,00:00.0
679802,BL2PrdApp12,BL2,NULL,00:00.0,NULL,20:55.5,NULL,00:00.0,NULL,00:00.0
679825,AM3PrdApp02,AM3,NULL,00:00.0,NULL,02:53.5,NULL,00:00.0,NULL,00:00.0
679827,AM3PrdApp01,AM3,NULL,00:00.0,NULL,57:13.7,NULL,05:55.0,NULL,00:00.0
679830,DB4PrdApp01,DB4,NULL,00:00.0,NULL,10:47.6,NULL,06:15.0,NULL,00:00.0
679831,DB4PrdApp02,DB4,NULL,00:00.0,00:00.0,53:43.5,53:43.5,NULL,NULL,NULL
679832,AM3PrdApp03,AM3,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
679833,AM3PrdApp04,AM3,NULL,00:00.0,NULL,38:35.1,NULL,00:00.0,NULL,00:00.0
679834,DB4PrdApp03,DB4,NULL,00:00.0,NULL,40:50.7,NULL,00:00.0,NULL,00:00.0
679835,DB4PrdApp04,DB4,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
679841,AM2PrdApp08,AM2,NULL,00:00.0,NULL,04:36.3,NULL,00:00.0,NULL,00:00.0
679845,DB4PrdApp06,DB4,NULL,00:00.0,NULL,57:01.0,NULL,00:00.0,NULL,00:00.0
679859,HKNPrdApp07,HKN,NULL,00:00.0,NULL,38:47.3,NULL,00:00.0,NULL,00:00.0
697475,AM2PrdApp01,AM2,NULL,00:00.0,NULL,30:44.4,NULL,00:00.0,NULL,00:00.0
697476,AM2PrdApp02,AM2,NULL,00:00.0,00:00.0,20:44.0,NULL,00:00.0,NULL,00:00.0
697477,AM2PrdApp03,AM2,NULL,00:00.0,00:00.0,01:16.0,NULL,00:00.0,NULL,00:00.0
697478,AM2PrdApp04,AM2,NULL,00:00.0,NULL,53:53.5,NULL,00:00.0,NULL,00:00.0
697479,AM2PrdApp05,AM2,NULL,00:00.0,NULL,53:36.2,NULL,00:00.0,NULL,00:00.0
697480,AM2PrdApp06,AM2,NULL,00:00.0,NULL,29:14.5,NULL,00:00.0,NULL,00:00.0
697481,AM2PrdApp07,AM2,NULL,00:00.0,NULL,22:15.1,NULL,00:00.0,NULL,00:00.0
697484,BN1PrdApp02,BN1,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
697485,BN1PrdApp03,BN1,NULL,00:00.0,NULL,54:51.8,NULL,00:00.0,NULL,00:00.0
697486,BN1PrdApp04,BN1,NULL,00:00.0,NULL,44:35.5,NULL,00:00.0,NULL,00:00.0
697488,BY1PrdApp01,BY1,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
697489,BY1PrdApp02,BY1,NULL,00:00.0,NULL,58:18.6,NULL,00:00.0,NULL,00:00.0
697490,BY1PrdApp05,BY1,NULL,00:00.0,NULL,57:01.7,NULL,00:00.0,NULL,00:00.0
697491,BY1PrdApp06,BY1,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
697492,BY1PrdApp07,BY1,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
708860,SG1PrdApp07,SG1,NULL,00:00.0,NULL,24:17.6,NULL,00:00.0,NULL,00:00.0
708862,SG1PrdApp09,SG1,NULL,00:00.0,NULL,52:30.9,NULL,00:00.0,NULL,00:00.0
708863,HKNPrdApp08,HKN,NULL,00:00.0,NULL,22:21.1,NULL,00:00.0,NULL,00:00.0
708864,HK2PrdApp01,HK2,NULL,00:00.0,NULL,57:22.1,NULL,00:00.0,NULL,00:00.0
708865,HK2PrdApp02,HK2,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
708866,SG3PrdApp01,SG3,NULL,00:00.0,NULL,11:02.6,NULL,00:00.0,NULL,00:00.0
708868,SG3PrdApp02,SG3,NULL,00:00.0,NULL,27:45.1,NULL,00:00.0,NULL,00:00.0
708885,HKNPrdApp05,HKN,NULL,00:00.0,NULL,28:03.6,NULL,00:00.0,NULL,00:00.0
2194150,CW1PrdApp05-01,CW1,00:00.0,00:00.0,00:00.0,42:36.7,00:00.0,24:29.9,00:00.0,00:00.0
2194154,SHAPrdApp04,SHA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194158,CW1PrdApp03-01,CW1,00:00.0,00:00.0,00:00.0,46:08.1,46:08.1,00:25.8,00:25.8,00:00.0
2194166,MRS20PrdApp01-01,MRS,00:00.0,00:00.0,00:00.0,43:24.8,43:24.8,NULL,43:24.8,NULL
2194171,BY3PrdApp01-02,BY3,00:00.0,00:00.0,00:00.0,10:09.9,10:09.9,NULL,00:00.0,NULL
2194252,AM3PrdApp07-02,AM3,00:00.0,00:00.0,00:00.0,18:20.6,18:20.6,NULL,00:00.0,NULL
2194358,DZ5PrdApp11-01,DZ5,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194369,SIN20PrdApp01-01,SIN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194385,AMS06PrdApp16-01,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194396,BLAPrdApp11,BLA,00:00.0,00:00.0,00:00.0,18:20.2,18:20.2,NULL,18:20.2,NULL
2194398,CY4PrdApp04-04,CY4,00:00.0,00:00.0,00:00.0,54:30.4,54:30.4,38:46.9,38:46.9,00:00.0
2194400,DM5PrdApp18,DM5,00:00.0,00:00.0,00:00.0,21:19.8,00:00.0,11:58.2,00:00.0,00:00.0
2194412,BYAPrdApp27,BYA,00:00.0,00:00.0,00:00.0,38:08.1,38:08.1,NULL,00:00.0,NULL
2194416,SN5AzFApp03,SN5,NULL,00:00.0,00:00.0,52:31.2,52:31.2,00:00.0,00:00.0,00:00.0
2194426,BZ6PrdApp18-01,BZ6,00:00.0,00:00.0,00:00.0,14:40.7,00:00.0,53:45.0,00:00.0,00:00.0
2194449,DM5PrdApp15,DM5,NULL,00:00.0,00:00.0,30:10.4,30:10.4,37:34.2,37:34.2,00:00.0
2194452,BY2PrdApp04-02,BY2,00:00.0,00:00.0,00:00.0,22:41.5,22:41.5,NULL,00:00.0,NULL
2194460,MWH01PrdApp10-01,MWH,00:00.0,00:00.0,00:00.0,11:23.9,11:23.9,05:20.4,05:20.4,00:00.0
2194472,PAR21PrdApp01-01,PAR,00:00.0,00:00.0,00:00.0,16:58.3,16:58.3,NULL,16:58.3,NULL
2194473,AM3PrdApp06-02,AM3,00:00.0,00:00.0,00:00.0,46:00.9,46:00.9,NULL,00:00.0,NULL
2194475,AM3PrdApp09-02,AM3,00:00.0,00:00.0,00:00.0,16:09.0,16:09.0,NULL,00:00.0,NULL
2194483,CHI21PrdApp01,CHI,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194491,AMS06PrdApp03,AMS,00:00.0,00:00.0,00:00.0,57:15.9,00:00.0,48:54.9,00:00.0,00:00.0
2194494,SG2PrdApp38-01,SG2,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2194507,MWH01PrdApp06-01,MWH,NULL,00:00.0,00:00.0,36:25.3,36:25.3,00:00.0,00:00.0,00:00.0
2194517,MWH01PrdApp10-04,MWH,00:00.0,00:00.0,00:00.0,22:19.7,22:19.7,49:39.4,49:39.4,00:00.0
2194543,AMS06PrdApp05,AMS,00:00.0,00:00.0,00:00.0,53:04.4,00:00.0,02:39.3,00:00.0,00:00.0
2194544,BL6PrdApp18,BL6,00:00.0,00:00.0,00:00.0,00:52.0,00:52.0,23:19.0,23:19.0,00:00.0
2194630,MWH01PrdApp14-03,MWH,00:00.0,00:00.0,00:00.0,41:13.6,41:13.6,12:05.9,12:05.9,00:00.0
709278,CH3PrdApp06,CH3,NULL,00:00.0,NULL,41:13.0,NULL,00:00.0,NULL,00:00.0
709283,SN1PrdApp01Agg02,SN1,NULL,00:00.0,NULL,04:39.1,NULL,00:00.0,NULL,00:00.0
709284,BL2PrdApp06,BL2,NULL,00:00.0,NULL,57:42.1,NULL,00:00.0,NULL,00:00.0
709285,BL2PrdApp07,BL2,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL,00:00.0
709292,CH1PrdApp14,CH1,NULL,00:00.0,NULL,39:34.3,NULL,00:00.0,NULL,00:00.0
709293,BL3PrdApp03,BL3,NULL,00:00.0,NULL,31:22.9,NULL,00:00.0,NULL,00:00.0
709294,CH1PrdApp03,CH1,NULL,00:00.0,NULL,35:22.0,NULL,00:00.0,NULL,00:00.0
